turn,Q_full_retention,Q_selector_O1_leakage,Q_theory_c_over_t
98,0.16946280291476018,0.9082652134423251,0.20408163265306123
99,0.16803898504453033,0.9082652134423251,0.20202020202020202
100,0.16663889351774702,0.9082652134423251,0.2
101,0.16526194017517762,0.9082652134423251,0.19801980198019803
102,0.16390755613833796,0.9082652134423251,0.19607843137254902
103,0.16257519102584944,0.9082652134423251,0.1941747572815534
104,0.16126431220770843,0.9082652134423251,0.19230769230769232
105,0.15997440409534475,0.9082652134423251,0.19047619047619047
106,0.15870496746548166,0.9082652134423251,0.18867924528301888
107,0.15745551881593448,0.9082652134423251,0.18691588785046728
108,0.1562255897516013,0.9082652134423251,0.18518518518518517
109,0.1550147263990079,0.9082652134423251,0.1834862385321101
110,0.15382248884786956,0.9082652134423251,0.18181818181818182
111,0.1526484506182262,0.9082652134423251,0.18018018018018017
112,0.15149219815179515,0.9082652134423251,0.17857142857142858
113,0.15035333032626672,0.9082652134423251,0.17699115044247787
114,0.14923145799134457,0.9082652134423251,0.17543859649122806
115,0.14812620352540365,0.9082652134423251,0.17391304347826086
116,0.14703720041170415,0.9082652134423251,0.1724137931034483
117,0.14596409283316303,0.9082652134423251,0.17094017094017094
118,0.14490653528474132,0.9082652134423251,0.1694915254237288
119,0.14386419220256078,0.9082652134423251,0.16806722689075632
120,0.142836737608913,0.9082652134423251,0.16666666666666666
121,0.1418238547723727,0.9082652134423251,0.1652892561983471
122,0.14082523588227008,0.9082652134423251,0.16393442622950818
123,0.13984058173682,0.9082652134423251,0.16260162601626016
124,0.13886960144424385,0.9082652134423251,0.16129032258064516
125,0.13791201213625706,0.9082652134423251,0.16
126,0.13696753869332967,0.9082652134423251,0.15873015873015872
127,0.136035913481159,0.9082652134423251,0.15748031496062992
128,0.1351168760978246,0.9082652134423251,0.15625
129,0.13421017313112332,0.9082652134423251,0.15503875968992248
130,0.13331555792560992,0.9082652134423251,0.15384615384615385
131,0.13243279035889285,0.9082652134423251,0.15267175572519084
132,0.13156163662675963,0.9082652134423251,0.15151515151515152
133,0.1307018690367272,0.9082652134423251,0.15037593984962405
134,0.1298532658096351,0.9082652134423251,0.14925373134328357
135,0.12901561088891755,0.9082652134423251,0.14814814814814814
136,0.1281886937572106,0.9082652134423251,0.14705882352941177
137,0.12737230925996687,0.9082652134423251,0.145985401459854
138,0.1265662574357676,0.9082652134423251,0.14492753623188406
139,0.12577034335303736,0.9082652134423251,0.14388489208633093
140,0.1249843769528809,0.9082652134423251,0.14285714285714285
141,0.12420817289777668,0.9082652134423251,0.14184397163120568
142,0.12344155042587333,0.9082652134423251,0.14084507042253522
143,0.122684333210649,0.9082652134423251,0.13986013986013987
144,0.1219363492257042,0.9082652134423251,0.1388888888888889
145,0.12119743061447098,0.9082652134423251,0.13793103448275862
146,0.12046741356463077,0.9082652134423251,0.136986301369863
147,0.11974613818704345,0.9082652134423251,0.1360544217687075
148,0.11903344839900012,0.9082652134423251,0.13513513513513514
149,0.11832919181161994,0.9082652134423251,0.1342281879194631
150,0.11763321962122104,0.9082652134423251,0.13333333333333333
151,0.1169453865045024,0.9082652134423251,0.13245033112582782
152,0.11626555051738169,0.9082652134423251,0.13157894736842105
153,0.11559357299734135,0.9082652134423251,0.13071895424836602
154,0.11492931846914149,0.9082652134423251,0.12987012987012986
155,0.11427265455376528,0.9082652134423251,0.12903225806451613
156,0.11362345188046813,0.9082652134423251,0.1282051282051282
157,0.11298158400180769,0.9082652134423251,0.12738853503184713
158,0.11234692731153803,0.9082652134423251,0.12658227848101267
159,0.1117193609652553,0.9082652134423251,0.12578616352201258
160,0.11109876680368849,0.9082652134423251,0.125
161,0.11048502927853275,0.9082652134423251,0.12422360248447205
162,0.1098780353807274,0.9082652134423251,0.12345679012345678
163,0.10927767457108513,0.9082652134423251,0.12269938650306748
164,0.10868383871318334,0.9082652134423251,0.12195121951219512
165,0.10809642200843153,0.9082652134423251,0.12121212121212122
166,0.10751532093323299,0.9082652134423251,0.12048192771084337
167,0.10694043417816278,0.9082652134423251,0.11976047904191617
168,0.10637166258908627,0.9082652134423251,0.11904761904761904
169,0.10580890911014706,0.9082652134423251,0.11834319526627218
170,0.1052520787285549,0.9082652134423251,0.11764705882352941
171,0.10470107842110773,0.9082652134423251,0.11695906432748537
172,0.10415581710238518,0.9082652134423251,0.11627906976744186
173,0.10361620557455187,0.9082652134423251,0.11560693641618497
174,0.10308215647871354,0.9082652134423251,0.11494252873563218
175,0.10255358424776946,0.9082652134423251,0.11428571428571428
176,0.1020304050607081,0.9082652134423251,0.11363636363636363
177,0.1015125367982946,0.9082652134423251,0.11299435028248588
178,0.100999899000101,0.9082652134423251,0.11235955056179775
179,0.10049241282283188,0.9082652134423251,0.11173184357541899
180,0.09999000099990002,0.9082652134423251,0.1111111111111111
181,0.09949258780220874,0.9082652134423251,0.11049723756906077
182,0.09900009900009901,0.9082652134423251,0.10989010989010989
183,0.09851246182642104,0.9082652134423251,0.1092896174863388
184,0.09802960494069209,0.9082652134423251,0.10869565217391304
185,0.097551458394303,0.9082652134423251,0.10810810810810811
186,0.09707795359673818,0.9082652134423251,0.10752688172043011
187,0.09660902328277463,0.9082652134423251,0.10695187165775401
188,0.09614460148062687,0.9082652134423251,0.10638297872340426
189,0.09568462348100659,0.9082652134423251,0.10582010582010581
190,0.09522902580706599,0.9082652134423251,0.10526315789473684
191,0.09477774618519572,0.9082652134423251,0.10471204188481675
192,0.09433072351664937,0.9082652134423251,0.10416666666666667
193,0.09388789784996714,0.9082652134423251,0.10362694300518134
194,0.0934492103541725,0.9082652134423251,0.10309278350515463
195,0.09301460329271696,0.9082652134423251,0.10256410256410256
196,0.09258401999814832,0.9082652134423251,0.10204081632653061
197,0.09215740484747949,0.9082652134423251,0.10152284263959391
198,0.09173470323823503,0.9082652134423251,0.10101010101010101
199,0.09131586156515387,0.9082652134423251,0.10050251256281408
200,0.0909008271975275,0.9082652134423251,0.1
